match_key,season_key,venue_key,date_key,home_team_key,away_team_key,round,roundname,home_goals,home_behinds,home_total_score,away_goals,away_behinds,away_total_score,winning_team_key,margin,is_final,is_grand_final,attendance
1554,1,15,126,5.0,2.0,6,Round 6,19.0,15.0,129,9.0,8.0,62,5.0,67,0,0,
1557,1,9,126,8.0,11.0,6,Round 6,17.0,17.0,119,11.0,10.0,76,8.0,43,0,0,
1558,1,7,126,9.0,6.0,6,Round 6,14.0,3.0,87,14.0,10.0,94,6.0,7,0,0,
1559,1,12,126,15.0,10.0,6,Round 6,13.0,10.0,88,18.0,15.0,123,10.0,35,0,0,
1560,1,19,126,16.0,1.0,6,Round 6,14.0,10.0,94,15.0,9.0,99,1.0,5,0,0,
1561,1,15,127,3.0,7.0,6,Round 6,15.0,20.0,110,6.0,7.0,43,3.0,67,0,0,
1562,1,3,127,13.0,14.0,6,Round 6,8.0,6.0,54,13.0,13.0,91,14.0,37,0,0,
1563,1,21,127,17.0,12.0,6,Round 6,17.0,18.0,120,15.0,5.0,95,17.0,25,0,0,
1564,1,12,132,11.0,10.0,7,Round 7,6.0,13.0,49,15.0,25.0,115,10.0,66,0,0,
1565,1,3,133,1.0,8.0,7,Round 7,19.0,8.0,122,10.0,12.0,72,1.0,50,0,0,
1566,1,13,133,7.0,9.0,7,Round 7,13.0,16.0,94,9.0,13.0,67,7.0,27,0,0,
1567,1,12,133,14.0,16.0,7,Round 7,13.0,13.0,91,8.0,14.0,62,14.0,29,0,0,
1569,1,24,133,2.0,4.0,7,Round 7,8.0,10.0,58,17.0,14.0,116,4.0,58,0,0,
1568,1,15,133,5.0,17.0,7,Round 7,16.0,17.0,113,7.0,10.0,52,5.0,61,0,0,
1570,1,15,134,12.0,18.0,7,Round 7,12.0,11.0,83,15.0,11.0,101,18.0,18,0,0,
1571,1,21,134,6.0,13.0,7,Round 7,12.0,15.0,87,7.0,5.0,47,6.0,40,0,0,
1572,1,15,135,15.0,3.0,7,Round 7,19.0,8.0,122,14.0,14.0,98,15.0,24,0,0,
1573,1,12,139,4.0,8.0,8,Round 8,14.0,12.0,96,11.0,18.0,84,4.0,12,0,0,
1574,1,3,140,13.0,12.0,8,Round 8,14.0,11.0,95,14.0,9.0,93,13.0,2,0,0,
1586,1,27,140,10.0,6.0,8,Round 8,17.0,17.0,119,9.0,9.0,63,10.0,56,0,0,
1587,1,19,140,16.0,11.0,8,Round 8,21.0,12.0,138,5.0,7.0,37,16.0,101,0,0,
1588,1,23,140,18.0,9.0,8,Round 8,9.0,18.0,72,4.0,10.0,34,18.0,38,0,0,
1589,1,12,140,5.0,14.0,8,Round 8,19.0,14.0,128,15.0,19.0,109,5.0,19,0,0,
1590,1,24,141,2.0,7.0,8,Round 8,19.0,18.0,132,5.0,10.0,40,2.0,92,0,0,
1591,1,15,141,3.0,1.0,8,Round 8,8.0,7.0,55,19.0,10.0,124,1.0,69,0,0,
1592,1,21,141,17.0,15.0,8,Round 8,18.0,13.0,121,13.0,13.0,91,17.0,30,0,0,
1593,1,15,146,18.0,8.0,9,Round 9,11.0,9.0,75,14.0,11.0,95,8.0,20,0,0,
1594,1,12,147,14.0,10.0,9,Round 9,21.0,11.0,137,10.0,15.0,75,14.0,62,0,0,
1599,1,7,147,9.0,13.0,9,Round 9,10.0,10.0,70,17.0,16.0,118,13.0,48,0,0,
1600,1,15,147,15.0,16.0,9,Round 9,16.0,15.0,111,12.0,11.0,83,15.0,28,0,0,
1602,1,3,147,1.0,4.0,9,Round 9,6.0,13.0,49,10.0,15.0,75,4.0,26,0,0,
1601,1,22,147,7.0,5.0,9,Round 9,7.0,11.0,53,18.0,11.0,119,5.0,66,0,0,
1603,1,15,148,12.0,2.0,9,Round 9,17.0,10.0,112,15.0,6.0,96,12.0,16,0,0,
1604,1,12,148,3.0,11.0,9,Round 9,15.0,17.0,107,6.0,13.0,49,3.0,58,0,0,
1605,1,21,148,17.0,6.0,9,Round 9,11.0,18.0,84,5.0,6.0,36,17.0,48,0,0,
1606,1,15,153,15.0,14.0,10,Round 10,16.0,17.0,113,18.0,13.0,121,14.0,8,0,0,
1607,1,9,154,8.0,7.0,10,Round 10,19.0,12.0,126,9.0,7.0,61,8.0,65,0,0,
1608,1,27,154,10.0,12.0,10,Round 10,27.0,12.0,174,9.0,5.0,59,10.0,115,0,0,
1609,1,21,154,6.0,1.0,10,Round 10,12.0,10.0,82,17.0,9.0,111,1.0,29,0,0,
1610,1,12,154,5.0,11.0,10,Round 10,6.0,16.0,52,8.0,10.0,58,11.0,6,0,0,
1611,1,3,154,13.0,3.0,10,Round 10,14.0,15.0,99,6.0,9.0,45,13.0,54,0,0,
1612,1,24,155,2.0,17.0,10,Round 10,16.0,6.0,102,15.0,10.0,100,2.0,2,0,0,
1613,1,19,155,16.0,18.0,10,Round 10,20.0,12.0,132,5.0,10.0,40,16.0,92,0,0,
1614,1,12,155,4.0,9.0,10,Round 10,23.0,11.0,149,7.0,10.0,52,4.0,97,0,0,
1624,1,15,160,3.0,8.0,11,Round 11,11.0,19.0,85,14.0,13.0,97,8.0,12,0,0,
1625,1,12,161,14.0,6.0,11,Round 11,9.0,12.0,66,12.0,6.0,78,6.0,12,0,0,
1626,1,7,161,9.0,15.0,11,Round 11,7.0,7.0,49,21.0,18.0,144,15.0,95,0,0,
1627,1,15,161,5.0,16.0,11,Round 11,11.0,16.0,82,13.0,8.0,86,16.0,4,0,0,
1628,1,3,162,13.0,10.0,11,Round 11,9.0,8.0,62,16.0,12.0,108,10.0,46,0,0,
1629,1,12,163,11.0,4.0,11,Round 11,13.0,9.0,87,19.0,15.0,129,4.0,42,0,0,
1630,1,21,166,17.0,3.0,12,Round 12,10.0,19.0,79,10.0,9.0,69,17.0,10,0,0,
1631,1,3,167,1.0,15.0,12,Round 12,17.0,13.0,115,16.0,15.0,111,1.0,4,0,0,
1632,1,22,168,7.0,14.0,12,Round 12,12.0,2.0,74,11.0,20.0,86,14.0,12,0,0,
1633,1,7,168,9.0,12.0,12,Round 12,12.0,8.0,80,11.0,21.0,87,12.0,7,0,0,
1634,1,12,169,10.0,2.0,12,Round 12,19.0,21.0,135,11.0,4.0,70,10.0,65,0,0,
1644,1,15,169,18.0,13.0,12,Round 12,13.0,17.0,95,8.0,9.0,57,18.0,38,0,0,
1645,1,19,174,16.0,8.0,13,Round 13,12.0,8.0,80,11.0,8.0,74,16.0,6,0,0,
1646,1,15,175,18.0,2.0,13,Round 13,7.0,14.0,56,18.0,6.0,114,2.0,58,0,0,
1647,1,12,175,4.0,17.0,13,Round 13,12.0,13.0,85,12.0,10.0,82,4.0,3,0,0,
1648,1,21,175,6.0,5.0,13,Round 13,14.0,5.0,89,17.0,11.0,113,5.0,24,0,0,
1649,1,12,176,11.0,7.0,13,Round 13,20.0,15.0,135,9.0,3.0,57,11.0,78,0,0,
1650,1,15,176,12.0,1.0,13,Round 13,17.0,19.0,121,13.0,11.0,89,12.0,32,0,0,
1651,1,12,181,3.0,10.0,14,Round 14,10.0,10.0,70,18.0,12.0,120,10.0,50,0,0,
1652,1,12,182,4.0,6.0,14,Round 14,15.0,17.0,107,12.0,6.0,78,4.0,29,0,0,
1653,1,3,182,1.0,14.0,14,Round 14,17.0,4.0,106,13.0,9.0,87,1.0,19,0,0,
1654,1,21,182,17.0,9.0,14,Round 14,25.0,16.0,166,5.0,10.0,40,17.0,126,0,0,
1665,1,15,182,5.0,18.0,14,Round 14,21.0,14.0,140,8.0,8.0,56,5.0,84,0,0,
1666,1,20,182,16.0,7.0,14,Round 14,19.0,18.0,132,5.0,8.0,38,16.0,94,0,0,
1667,1,9,183,8.0,13.0,14,Round 14,14.0,15.0,99,8.0,13.0,61,8.0,38,0,0,
1668,1,24,183,2.0,11.0,14,Round 14,18.0,14.0,122,8.0,13.0,61,2.0,61,0,0,
1669,1,15,183,15.0,12.0,14,Round 14,15.0,13.0,103,21.0,10.0,136,12.0,33,0,0,
1670,1,12,188,4.0,3.0,15,Round 15,8.0,14.0,62,12.0,13.0,85,3.0,23,0,0,
1671,1,5,189,12.0,17.0,15,Round 15,13.0,6.0,84,12.0,14.0,86,17.0,2,0,0,
1672,1,12,189,11.0,14.0,15,Round 15,11.0,12.0,78,13.0,23.0,101,14.0,23,0,0,
1673,1,19,189,16.0,2.0,15,Round 15,16.0,14.0,110,9.0,9.0,63,16.0,47,0,0,
1689,1,3,189,13.0,1.0,15,Round 15,8.0,10.0,58,17.0,14.0,116,1.0,58,0,0,
1674,1,15,189,15.0,5.0,15,Round 15,21.0,7.0,133,8.0,14.0,62,15.0,71,0,0,
1690,1,12,190,10.0,7.0,15,Round 15,28.0,25.0,193,4.0,7.0,31,10.0,162,0,0,
1691,1,7,190,9.0,8.0,15,Round 15,13.0,18.0,96,15.0,20.0,110,8.0,14,0,0,
1692,1,21,190,6.0,18.0,15,Round 15,14.0,11.0,95,8.0,9.0,57,6.0,38,0,0,
1693,1,15,195,12.0,3.0,16,Round 16,24.0,5.0,149,14.0,12.0,96,12.0,53,0,0,
1694,1,15,196,11.0,6.0,16,Round 16,12.0,11.0,83,18.0,9.0,117,6.0,34,0,0,
1697,1,3,196,13.0,5.0,16,Round 16,11.0,11.0,77,19.0,13.0,127,5.0,50,0,0,
1698,1,8,196,14.0,9.0,16,Round 16,13.0,10.0,88,13.0,12.0,90,9.0,2,0,0,
1700,1,24,196,2.0,15.0,16,Round 16,14.0,8.0,92,16.0,9.0,105,15.0,13,0,0,
1699,1,12,196,8.0,4.0,16,Round 16,10.0,19.0,79,17.0,8.0,110,4.0,31,0,0,
1701,1,22,197,7.0,1.0,16,Round 16,8.0,11.0,59,27.0,16.0,178,1.0,119,0,0,
1702,1,15,197,18.0,10.0,16,Round 16,6.0,8.0,44,17.0,14.0,116,10.0,72,0,0,
1703,1,21,197,17.0,16.0,16,Round 16,10.0,9.0,69,18.0,13.0,121,16.0,52,0,0,
1704,1,15,202,8.0,5.0,17,Round 17,20.0,14.0,134,10.0,7.0,67,8.0,67,0,0,
1705,1,12,203,4.0,10.0,17,Round 17,13.0,13.0,91,21.0,12.0,138,10.0,47,0,0,
1706,1,3,203,1.0,17.0,17,Round 17,19.0,10.0,124,11.0,9.0,75,1.0,49,0,0,
1707,1,7,203,9.0,2.0,17,Round 17,5.0,18.0,48,8.0,11.0,59,2.0,11,0,0,
1709,1,23,203,11.0,13.0,17,Round 17,8.0,8.0,56,12.0,12.0,84,13.0,28,0,0,
1708,1,15,203,18.0,3.0,17,Round 17,12.0,12.0,84,16.0,6.0,102,3.0,18,0,0,
1710,1,19,204,16.0,15.0,17,Round 17,15.0,15.0,105,10.0,16.0,76,16.0,29,0,0,
1711,1,12,204,14.0,12.0,17,Round 17,14.0,15.0,99,15.0,13.0,103,12.0,4,0,0,
1712,1,21,204,6.0,7.0,17,Round 17,18.0,24.0,132,5.0,7.0,37,6.0,95,0,0,
1713,1,15,209,5.0,10.0,18,Round 18,12.0,14.0,86,27.0,18.0,180,10.0,94,0,0,
1714,1,9,210,8.0,1.0,18,Round 18,15.0,12.0,102,11.0,9.0,75,8.0,27,0,0,
1726,1,15,210,12.0,11.0,18,Round 18,19.0,13.0,127,11.0,7.0,73,12.0,54,0,0,
1727,1,22,210,7.0,4.0,18,Round 18,7.0,12.0,54,26.0,18.0,174,4.0,120,0,0,
1728,1,12,210,3.0,14.0,18,Round 18,14.0,11.0,95,13.0,13.0,91,3.0,4,0,0,
1729,1,7,210,9.0,16.0,18,Round 18,8.0,6.0,54,19.0,12.0,126,16.0,72,0,0,
1730,1,3,211,13.0,6.0,18,Round 18,6.0,12.0,48,11.0,9.0,75,6.0,27,0,0,
1731,1,15,211,15.0,18.0,18,Round 18,16.0,22.0,118,6.0,6.0,42,15.0,76,0,0,
1732,1,21,211,17.0,2.0,18,Round 18,28.0,7.0,175,12.0,5.0,77,17.0,98,0,0,
1733,1,12,216,10.0,8.0,19,Round 19,17.0,14.0,116,18.0,10.0,118,8.0,2,0,0,
1734,1,15,217,18.0,12.0,19,Round 19,8.0,13.0,61,18.0,7.0,115,12.0,54,0,0,
1739,1,22,217,7.0,13.0,19,Round 19,16.0,11.0,107,10.0,13.0,73,7.0,34,0,0,
1740,1,21,217,6.0,17.0,19,Round 19,17.0,11.0,113,6.0,12.0,48,6.0,65,0,0,
1742,1,24,217,2.0,14.0,19,Round 19,12.0,12.0,84,20.0,12.0,132,14.0,48,0,0,
1741,1,12,217,4.0,15.0,19,Round 19,12.0,19.0,91,13.0,7.0,85,4.0,6,0,0,
1743,1,12,218,11.0,9.0,19,Round 19,16.0,12.0,108,9.0,12.0,66,11.0,42,0,0,
1744,1,15,218,3.0,16.0,19,Round 19,10.0,11.0,71,14.0,9.0,93,16.0,22,0,0,
1745,1,3,218,1.0,5.0,19,Round 19,16.0,8.0,104,15.0,10.0,100,1.0,4,0,0,
1746,1,21,223,17.0,8.0,20,Round 20,16.0,6.0,102,15.0,7.0,97,17.0,5,0,0,
1747,1,12,224,15.0,11.0,20,Round 20,16.0,11.0,107,12.0,10.0,82,15.0,25,0,0,
1748,1,3,224,1.0,6.0,20,Round 20,17.0,17.0,119,14.0,7.0,91,1.0,28,0,0,
1749,1,7,224,9.0,7.0,20,Round 20,16.0,13.0,109,12.0,7.0,79,9.0,30,0,0,
1751,1,15,224,3.0,2.0,20,Round 20,17.0,11.0,113,10.0,17.0,77,3.0,36,0,0,
1750,1,20,224,16.0,4.0,20,Round 20,9.0,16.0,70,12.0,6.0,78,4.0,8,0,0,
1752,1,27,225,10.0,13.0,20,Round 20,24.0,15.0,159,13.0,9.0,87,10.0,72,0,0,
1753,1,12,225,14.0,18.0,20,Round 20,22.0,18.0,150,12.0,8.0,80,14.0,70,0,0,
1754,1,15,225,5.0,12.0,20,Round 20,11.0,10.0,76,15.0,10.0,100,12.0,24,0,0,
1764,1,15,230,8.0,15.0,21,Round 21,18.0,15.0,123,11.0,15.0,81,8.0,42,0,0,
1765,1,12,231,5.0,3.0,21,Round 21,8.0,12.0,60,24.0,12.0,156,3.0,96,0,0,
1766,1,13,231,7.0,11.0,21,Round 21,9.0,5.0,59,11.0,18.0,84,11.0,25,0,0,
1767,1,21,231,6.0,14.0,21,Round 21,13.0,16.0,94,11.0,6.0,72,6.0,22,0,0,
1769,1,24,231,2.0,1.0,21,Round 21,13.0,17.0,95,12.0,13.0,85,2.0,10,0,0,
1768,1,15,231,4.0,12.0,21,Round 21,8.0,13.0,61,13.0,13.0,91,12.0,30,0,0,
1770,1,3,232,13.0,17.0,21,Round 21,6.0,14.0,50,14.0,14.0,98,17.0,48,0,0,
1771,1,15,232,18.0,16.0,21,Round 21,13.0,7.0,85,26.0,11.0,167,16.0,82,0,0,
1772,1,12,232,10.0,9.0,21,Round 21,19.0,15.0,129,10.0,5.0,65,10.0,64,0,0,
1773,1,12,237,14.0,5.0,22,Round 22,13.0,24.0,102,8.0,9.0,57,14.0,45,0,0,
1774,1,15,238,15.0,7.0,22,Round 22,25.0,13.0,163,5.0,5.0,35,15.0,128,0,0,
1785,1,3,238,13.0,2.0,22,Round 22,14.0,9.0,93,16.0,8.0,104,2.0,11,0,0,
1786,1,19,238,16.0,10.0,22,Round 22,14.0,11.0,95,15.0,12.0,102,10.0,7,0,0,
1788,1,7,238,9.0,3.0,22,Round 22,15.0,8.0,98,11.0,20.0,86,9.0,12,0,0,
1787,1,21,238,17.0,4.0,22,Round 22,15.0,17.0,107,8.0,10.0,58,17.0,49,0,0,
1789,1,9,239,8.0,18.0,22,Round 22,16.0,11.0,107,11.0,7.0,73,8.0,34,0,0,
1790,1,15,239,12.0,6.0,22,Round 22,12.0,7.0,79,20.0,12.0,132,6.0,53,0,0,
1791,1,12,239,11.0,1.0,22,Round 22,11.0,15.0,81,22.0,18.0,150,1.0,69,0,0,
1792,1,12,244,10.0,17.0,23,Round 23,14.0,11.0,95,10.0,10.0,70,10.0,25,0,0,
1793,1,9,245,8.0,16.0,23,Round 23,17.0,10.0,112,11.0,12.0,78,8.0,34,0,0,
1794,1,3,245,1.0,9.0,23,Round 23,22.0,21.0,153,9.0,8.0,62,1.0,91,0,0,
1798,1,22,245,7.0,12.0,23,Round 23,11.0,11.0,77,16.0,9.0,105,12.0,28,0,0,
1799,1,12,245,5.0,4.0,23,Round 23,10.0,12.0,72,14.0,20.0,104,4.0,32,0,0,
1800,1,21,245,6.0,11.0,23,Round 23,14.0,17.0,101,5.0,10.0,40,6.0,61,0,0,
1801,1,15,246,3.0,15.0,23,Round 23,12.0,19.0,91,16.0,10.0,106,15.0,15,0,0,
1802,1,12,246,14.0,13.0,23,Round 23,16.0,10.0,106,16.0,10.0,106,,0,0,0,
1803,1,24,246,2.0,18.0,23,Round 23,19.0,14.0,128,9.0,7.0,61,2.0,67,0,0,
1804,1,12,251,10.0,4.0,24,Finals Week 1,20.0,15.0,135,15.0,7.0,97,10.0,38,3,0,
1805,1,3,252,1.0,16.0,24,Finals Week 1,5.0,12.0,42,11.0,5.0,71,16.0,29,3,0,
1806,1,12,252,8.0,6.0,24,Finals Week 1,11.0,14.0,80,14.0,12.0,96,6.0,16,2,0,
1807,1,21,253,17.0,12.0,24,Finals Week 1,24.0,18.0,162,9.0,12.0,66,17.0,96,2,0,
1808,1,3,258,1.0,6.0,25,Semi-Finals,12.0,9.0,81,11.0,5.0,71,1.0,10,4,0,
1809,1,12,259,4.0,17.0,25,Semi-Finals,10.0,13.0,73,9.0,6.0,60,4.0,13,4,0,
1810,1,20,265,16.0,4.0,26,Preliminary Finals,13.0,18.0,96,10.0,10.0,70,16.0,26,5,0,
1811,1,12,266,10.0,1.0,26,Preliminary Finals,13.0,19.0,97,14.0,8.0,92,10.0,5,5,0,
1812,1,12,273,10.0,16.0,27,Grand Final,11.0,15.0,81,14.0,7.0,91,16.0,10,6,1,
1826,2,3,447,1.0,5.0,1,Round 1,11.0,16.0,82,18.0,9.0,117,5.0,35,0,0,
1828,2,21,448,6.0,17.0,1,Round 1,16.0,12.0,108,11.0,14.0,80,6.0,28,0,0,
1829,2,12,453,3.0,14.0,1,Round 1,14.0,17.0,101,14.0,22.0,106,14.0,5,0,0,
1830,2,15,455,18.0,2.0,1,Round 1,19.0,13.0,127,7.0,17.0,59,18.0,68,0,0,
1831,2,20,455,7.0,16.0,1,Round 1,11.0,10.0,76,16.0,10.0,106,16.0,30,0,0,
1832,2,7,455,9.0,15.0,1,Round 1,13.0,12.0,90,10.0,17.0,77,9.0,13,0,0,
1833,2,12,456,11.0,13.0,1,Round 1,8.0,6.0,54,19.0,19.0,133,13.0,79,0,0,
1834,2,15,456,12.0,4.0,1,Round 1,13.0,9.0,87,15.0,13.0,103,4.0,16,0,0,
1835,2,12,457,10.0,8.0,1,Round 1,12.0,14.0,86,13.0,15.0,93,8.0,7,0,0,
1836,2,12,461,15.0,14.0,2,Round 2,12.0,10.0,82,14.0,15.0,99,14.0,17,0,0,
1837,2,19,462,16.0,9.0,2,Round 2,17.0,12.0,114,11.0,7.0,73,16.0,41,0,0,
1838,2,15,462,18.0,6.0,2,Round 2,11.0,12.0,78,16.0,10.0,106,6.0,28,0,0,
1839,2,24,462,2.0,1.0,2,Round 2,10.0,17.0,77,14.0,12.0,96,1.0,19,0,0,
1841,2,12,462,5.0,11.0,2,Round 2,28.0,16.0,184,5.0,6.0,36,5.0,148,0,0,
1840,2,3,462,13.0,7.0,2,Round 2,19.0,20.0,134,11.0,12.0,78,13.0,56,0,0,
1842,2,15,463,8.0,12.0,2,Round 2,16.0,16.0,112,17.0,6.0,108,8.0,4,0,0,
1843,2,12,463,4.0,3.0,2,Round 2,17.0,15.0,117,15.0,10.0,100,4.0,17,0,0,
1844,2,21,463,17.0,10.0,2,Round 2,15.0,8.0,98,23.0,10.0,148,10.0,50,0,0,
1845,2,21,468,6.0,5.0,3,Round 3,9.0,14.0,68,10.0,12.0,72,5.0,4,0,0,
1865,2,5,469,12.0,16.0,3,Round 3,13.0,14.0,92,20.0,11.0,131,16.0,39,0,0,
1879,2,12,469,11.0,17.0,3,Round 3,13.0,5.0,83,27.0,15.0,177,17.0,94,0,0,
1880,2,13,469,7.0,15.0,3,Round 3,10.0,8.0,68,21.0,14.0,140,15.0,72,0,0,
1881,2,15,469,8.0,3.0,3,Round 3,18.0,11.0,119,15.0,13.0,103,8.0,16,0,0,
1882,2,7,469,9.0,2.0,3,Round 3,13.0,14.0,92,13.0,16.0,94,2.0,2,0,0,
1883,2,15,470,14.0,18.0,3,Round 3,20.0,15.0,135,10.0,8.0,68,14.0,67,0,0,
1884,2,12,470,4.0,10.0,3,Round 3,13.0,12.0,90,22.0,13.0,145,10.0,55,0,0,
1885,2,3,470,13.0,1.0,3,Round 3,17.0,16.0,118,16.0,13.0,109,13.0,9,0,0,
1895,2,19,475,16.0,8.0,4,Round 4,16.0,7.0,103,19.0,10.0,124,8.0,21,0,0,
1896,2,27,476,10.0,6.0,4,Round 4,18.0,10.0,118,11.0,10.0,76,10.0,42,0,0,
1897,2,12,476,14.0,4.0,4,Round 4,11.0,13.0,79,16.0,17.0,113,4.0,34,0,0,
1898,2,15,476,15.0,5.0,4,Round 4,13.0,13.0,91,19.0,14.0,128,5.0,37,0,0,
1900,2,7,476,9.0,13.0,4,Round 4,9.0,12.0,66,16.0,8.0,104,13.0,38,0,0,
1899,2,21,476,17.0,3.0,4,Round 4,7.0,23.0,65,12.0,17.0,89,3.0,24,0,0,
1901,2,12,477,11.0,7.0,4,Round 4,22.0,12.0,144,15.0,13.0,103,11.0,41,0,0,
1902,2,3,477,1.0,18.0,4,Round 4,12.0,8.0,80,4.0,4.0,28,1.0,52,0,0,
1903,2,15,477,12.0,2.0,4,Round 4,18.0,17.0,125,9.0,8.0,62,12.0,63,0,0,
1904,2,12,481,5.0,4.0,5,Round 5,18.0,13.0,121,10.0,15.0,75,5.0,46,0,0,
1905,2,28,481,15.0,16.0,5,Round 5,9.0,9.0,63,11.0,13.0,79,16.0,16,0,0,
1916,2,21,482,6.0,14.0,5,Round 5,12.0,9.0,81,12.0,8.0,80,6.0,1,0,0,
1917,2,13,483,7.0,9.0,5,Round 5,16.0,8.0,104,21.0,22.0,148,9.0,44,0,0,
1918,2,12,483,3.0,1.0,5,Round 5,17.0,13.0,115,12.0,11.0,83,3.0,32,0,0,
1919,2,15,483,18.0,8.0,5,Round 5,13.0,8.0,86,15.0,17.0,107,8.0,21,0,0,
1920,2,3,483,13.0,17.0,5,Round 5,12.0,12.0,84,10.0,19.0,79,13.0,5,0,0,
